County,Voters,M_18_24,M_25_34,M_35_44,M_45_64,M_67,F_18_24,F_25_34,F_35_44,F_45_64,F_67
DJ,1467,39,55,63,175,115,36,45,71,159,151
DJ,1054,28,45,46,108,74,29,46,38,106,84
DJ,811,14,27,29,83,84,14,20,29,71,91
DJ,629,9,18,22,50,45,13,20,12,53,66
DJ,720,17,22,30,68,79,10,20,31,57,95
DJ,550,23,30,39,101,92,21,27,37,92,140
DJ,441,13,18,18,73,53,11,15,25,56,59
DJ,233,10,9,6,29,39,6,3,9,26,48
DJ,221,10,9,15,34,28,8,12,9,34,40
DJ,129,1,10,7,19,13,6,4,8,16,25
DJ,627,27,33,37,80,39,19,30,34,66,34
DJ,829,32,38,58,115,44,31,37,53,94,57
DJ,524,13,27,40,56,28,20,36,36,56,33
DJ,652,31,34,57,86,34,28,42,47,47,41
DJ,393,18,25,31,50,16,9,30,21,45,18
DJ,714,21,31,35,89,52,23,29,31,94,51
DJ,482,17,23,31,66,38,18,32,27,66,43
DJ,1117,31,46,48,129,69,28,35,48,124,84
DJ,381,7,19,24,40,32,8,18,14,43,31
DJ,1581,36,62,77,181,81,29,61,69,174,104
DJ,321,6,14,15,36,28,8,15,10,31,24
DJ,824,15,35,53,100,55,18,40,38,88,44
DJ,950,21,52,85,104,54,37,58,50,109,59
DJ,70,1,3,3,8,3,1,2,5,5,5
DJ,1216,33,52,82,142,66,28,54,74,131,77
DJ,959,30,62,53,119,76,28,47,41,133,69
DJ,562,19,51,43,80,30,29,38,38,62,36
DJ,564,16,23,24,64,22,22,31,23,60,40
DJ,1639,33,86,118,228,89,39,88,84,205,87
DJ,302,9,12,22,36,16,5,17,20,34,20
DJ,327,8,18,11,50,22,8,15,13,42,27
DJ,618,14,23,32,76,31,10,24,30,56,54
DJ,636,23,27,39,68,46,19,27,30,51,40
DJ,617,10,20,31,66,55,17,9,27,42,78
DJ,500,19,10,24,65,47,9,19,15,54,80
DJ,1123,43,54,54,157,78,47,52,55,105,101
DJ,411,14,9,21,79,39,5,6,22,41,58
DJ,557,19,36,39,85,41,22,35,36,79,47
DJ,889,36,43,52,86,47,30,41,32,88,51
DJ,954,36,41,51,129,108,30,37,55,111,133
DJ,966,26,28,43,103,61,22,26,38,95,81
DJ,759,23,36,42,101,82,19,28,33,79,128
DJ,1060,30,23,55,112,117,16,35,35,89,118
DJ,1460,61,73,100,234,111,41,64,107,160,154
DJ,1082,33,52,68,159,87,27,54,47,132,128
DJ,1390,31,48,50,135,104,31,63,54,135,157
DJ,1478,42,40,62,179,125,46,39,63,171,181
DJ,1713,42,52,71,208,152,48,56,68,183,211
DJ,1645,49,47,75,181,158,51,59,66,175,198
DJ,1595,47,78,113,225,101,31,64,102,216,132
DJ,871,15,31,57,132,48,16,40,54,131,54
DJ,1065,27,51,44,137,139,28,38,52,126,202
DJ,1453,60,67,77,195,120,39,49,68,158,162
DJ,456,18,17,30,67,48,9,22,34,43,55
DJ,1198,34,52,50,165,96,27,44,57,136,123
DJ,455,15,16,29,68,41,15,12,18,46,66
DJ,1978,54,94,85,218,83,44,80,85,197,137
DJ,1221,15,30,31,89,48,19,31,33,87,57
DJ,372,9,18,16,48,40,12,10,22,42,56
DJ,360,9,23,14,53,38,15,12,13,37,46
DJ,233,3,7,9,34,22,4,9,10,28,22
DJ,412,13,22,29,54,36,8,13,23,41,50
DJ,1640,24,31,58,152,94,37,46,64,152,150
DJ,1431,17,34,67,130,84,18,37,67,116,140
DJ,748,13,25,44,77,64,10,19,31,78,88
DJ,410,5,14,17,51,42,10,7,20,52,45
DJ,800,18,32,57,128,104,16,36,37,110,135
DJ,403,14,19,21,64,44,6,13,26,49,54
DJ,1504,28,83,92,180,113,50,72,68,169,154
DJ,1829,53,70,88,198,140,38,70,72,194,180
DJ,1053,26,47,45,134,80,26,35,49,105,120
DJ,882,33,58,49,119,39,26,49,56,90,60
DJ,1087,32,51,80,173,83,29,52,80,168,105
DJ,707,20,38,51,112,56,18,34,41,95,88
DJ,859,35,41,51,129,69,22,33,48,119,96
DJ,429,9,27,19,62,21,12,27,12,54,46
DJ,616,16,34,24,72,41,17,28,26,82,69
DJ,1328,56,72,74,128,79,39,63,62,132,96
DJ,261,5,14,10,45,21,12,15,13,33,34
DJ,1642,40,58,79,246,115,41,46,66,157,140
DJ,1356,36,52,63,160,111,31,42,53,137,117
DJ,508,9,17,29,78,31,7,12,16,56,41
DJ,476,12,20,13,63,35,13,11,16,46,58
DJ,831,28,31,36,113,78,19,24,30,85,89
DJ,1209,23,59,71,144,85,31,45,63,133,90
DJ,1346,24,63,73,175,87,29,55,62,168,102
DJ,1340,38,53,66,172,58,21,66,64,149,89
DJ,965,21,42,36,135,51,17,40,36,108,78
DJ,884,20,39,49,128,76,28,27,40,95,87
DJ,556,17,22,27,85,24,11,11,19,64,61
DJ,327,11,15,12,43,18,10,15,14,28,52
DJ,682,18,26,52,95,59,13,21,27,69,71
DJ,508,12,20,32,70,42,18,18,20,53,51
DJ,402,7,18,20,42,32,8,14,14,37,42
DJ,1347,34,61,85,190,130,35,49,75,166,204
DJ,412,14,13,31,52,36,13,14,22,55,57
DJ,356,4,15,23,66,42,7,15,18,35,58
DJ,343,11,11,25,48,29,10,13,17,39,45
DJ,481,16,19,23,89,43,13,17,23,63,53
DJ,104,2,7,7,24,29,2,6,7,18,21
DJ,796,24,41,47,105,71,31,32,43,80,102
DJ,621,19,26,36,84,71,16,19,31,76,105
DJ,290,13,17,19,49,25,17,17,19,32,42
DJ,193,9,12,3,26,19,5,5,6,14,43
DJ,1014,32,58,53,132,79,37,40,50,113,93
DJ,659,25,38,33,117,35,38,23,39,81,56
DJ,1414,20,66,54,139,105,19,50,43,133,107
DJ,696,22,23,30,87,39,13,19,45,74,35
DJ,1181,28,49,50,147,58,30,29,53,138,56
DJ,1165,36,46,86,154,100,46,37,58,155,157
DJ,1154,35,45,47,135,100,33,36,56,119,140
DJ,839,26,34,28,91,78,15,20,34,80,116
DJ,916,27,46,93,160,76,31,57,90,133,105
DJ,381,9,36,27,67,40,13,23,22,66,49
DJ,264,8,16,21,37,30,5,14,14,38,60
DJ,1848,26,48,57,181,128,31,52,59,163,219
DJ,1543,38,94,114,244,135,41,86,84,192,188
DJ,972,23,33,36,107,84,15,31,27,91,114
DJ,666,9,23,28,96,87,8,21,18,65,87
DJ,606,15,29,30,93,48,18,20,32,74,94
DJ,891,29,36,35,136,90,15,26,38,103,102
DJ,843,20,34,57,139,80,20,32,43,104,97
DJ,959,28,56,48,121,66,25,44,39,111,95
DJ,948,26,46,63,98,62,22,48,45,116,70
DJ,414,6,13,23,44,37,4,13,18,42,44
DJ,167,5,4,12,24,35,4,4,11,23,55
DJ,145,3,4,8,20,37,6,1,8,22,57
DJ,144,9,7,7,40,22,5,5,12,13,34
DJ,1153,24,36,38,117,158,23,36,32,119,204
DJ,846,12,22,31,74,84,7,22,24,81,131
DJ,1158,42,58,62,149,97,32,49,62,123,111
DJ,506,19,24,25,89,21,14,17,31,62,41
DJ,476,19,24,21,64,33,14,12,27,40,49
DJ,415,9,21,26,51,28,15,17,25,55,33
DJ,306,8,15,11,40,33,17,7,12,21,46
DJ,226,6,10,14,33,35,3,9,7,28,50
DJ,538,28,26,24,87,51,19,17,37,56,72
DJ,236,8,5,10,31,22,6,12,8,20,26
DJ,1680,56,103,107,220,90,42,71,102,235,149
DJ,1825,52,104,147,230,104,45,122,116,222,133
DJ,948,31,42,54,159,86,32,31,44,137,134
DJ,266,10,14,10,36,26,5,12,5,42,47
DJ,1214,37,64,67,191,131,31,54,63,141,188
DJ,1388,31,48,71,168,110,24,37,60,141,133
DJ,1519,27,59,80,186,109,33,57,60,174,142
DJ,941,13,28,39,130,52,17,33,39,91,59
DJ,1313,43,55,53,109,79,37,47,43,116,124
DJ,875,33,30,36,100,53,20,25,38,66,83
DJ,157,2,5,5,26,10,3,9,7,24,20
DJ,1812,28,59,75,211,127,39,49,74,201,167
DJ,1026,12,27,34,117,83,17,28,36,116,131
DJ,1052,17,31,48,122,80,9,20,40,108,135
DJ,959,30,47,76,118,64,15,46,68,112,72
DJ,1031,19,51,75,134,68,18,39,66,134,62
DJ,1302,46,67,81,169,62,32,60,72,155,64
DJ,1508,33,98,167,202,36,34,89,138,190,26
DJ,801,25,28,38,133,119,19,30,35,88,146
DJ,263,10,4,10,39,35,7,6,17,25,30
DJ,989,23,40,39,107,100,19,38,43,93,151
DJ,1408,44,45,75,210,111,34,53,68,167,152
DJ,1089,32,34,58,149,102,27,39,42,115,138
DJ,1184,27,32,67,158,111,34,36,48,134,156
DJ,940,28,45,48,132,63,33,40,50,120,92
DJ,1170,30,57,65,142,87,32,52,72,131,104
DJ,580,12,26,36,72,45,16,15,22,70,45
DJ,239,9,13,19,29,27,5,7,9,23,32
DJ,261,10,12,21,37,20,9,20,18,29,30
DJ,498,14,25,39,88,48,11,32,21,85,63
DJ,435,8,17,18,63,40,5,21,25,63,70
DJ,423,14,17,25,71,56,14,16,19,63,78
DJ,97,5,3,7,19,16,4,3,6,7,25
DJ,686,14,19,38,68,43,17,34,27,49,50
DJ,1745,38,63,75,213,135,31,47,75,166,158
DJ,1104,17,34,65,119,95,16,33,39,99,95
DJ,1598,30,58,73,194,120,30,50,64,161,146
DJ,632,14,22,24,71,42,14,18,20,69,47
DJ,905,23,38,62,134,88,23,30,43,111,141
DJ,720,24,40,42,106,76,21,32,42,80,100
DJ,393,6,10,21,65,47,5,10,22,36,68
DJ,915,19,24,29,92,62,18,24,32,81,131
DJ,789,9,17,17,74,53,15,20,21,60,78
DJ,931,33,48,54,138,61,28,33,42,101,88
DJ,417,17,12,25,58,44,7,15,22,39,52
DJ,182,4,8,10,31,10,8,7,7,18,28
DJ,496,16,21,32,67,41,13,26,18,53,68
DJ,1063,23,22,46,118,123,18,30,44,101,168
DJ,1082,13,27,39,116,115,16,27,31,116,157
DJ,563,19,13,25,78,45,9,17,17,47,67
DJ,1198,35,40,36,105,71,22,31,41,101,89
DJ,1136,28,53,89,167,127,37,46,67,166,155
DJ,225,12,3,12,36,30,5,9,14,32,35
DJ,1253,44,55,64,184,81,39,52,76,177,122
DJ,1526,36,70,111,169,67,29,69,90,161,72
DJ,604,11,29,56,101,50,15,26,47,61,58
DJ,962,22,40,46,123,75,26,44,39,110,96
DJ,229,9,10,10,33,16,8,12,11,27,30
DJ,966,28,44,36,125,66,33,35,46,117,99
DJ,1027,24,39,61,127,72,28,34,55,126,88
DJ,946,21,42,46,121,65,23,54,44,111,79
DJ,1041,27,37,64,130,70,18,36,52,123,101
DJ,640,20,19,26,99,53,9,18,25,80,63
DJ,1021,48,93,95,176,100,55,77,77,155,123
DJ,712,20,27,45,70,28,19,33,36,77,37
DJ,429,10,21,26,54,22,9,14,28,51,34
DJ,1394,34,44,69,161,74,21,51,74,158,94
DJ,1958,53,73,100,198,77,38,74,100,194,94
DJ,741,19,24,32,95,52,11,24,31,84,63
DJ,370,5,19,22,52,27,4,12,22,48,31
DJ,1438,37,53,64,159,93,27,43,60,156,104
DJ,1543,36,58,58,153,62,23,52,69,140,84
DJ,1365,25,58,64,144,50,29,43,52,125,70
DJ,1247,20,52,62,128,80,22,39,43,119,104
DJ,1637,36,77,80,182,82,35,52,64,176,104
DJ,1058,22,30,43,102,53,14,33,45,86,50
DJ,414,12,19,25,45,26,9,15,16,42,32
DJ,1679,50,75,89,225,125,54,90,96,199,143
DJ,803,34,41,53,111,68,22,51,47,87,89
DJ,76,1,4,2,16,12,2,4,1,8,9
DJ,151,4,6,5,24,24,2,3,4,18,41
DJ,1646,39,55,67,194,179,25,50,60,195,213
DJ,1203,32,42,75,122,73,32,57,54,127,70
DJ,491,11,22,27,76,34,7,19,18,66,44
DJ,482,12,21,19,63,48,11,10,17,50,72
DJ,469,14,21,26,85,34,16,19,23,67,57
DJ,511,21,23,28,64,33,8,26,23,64,39
DJ,1470,59,87,91,190,105,53,66,67,174,158
DJ,519,11,28,36,65,61,20,29,19,49,85
DJ,519,13,19,19,53,27,18,12,17,44,45
DJ,1432,12,11,22,59,28,10,15,20,60,33
DJ,1252,45,42,61,127,76,46,46,58,121,92
DJ,1208,39,34,72,114,67,40,41,58,109,110
DJ,1375,63,58,76,158,98,35,66,59,143,140
DJ,923,31,27,35,104,84,21,28,39,87,118
DJ,862,24,31,34,92,57,15,25,28,75,94
DJ,676,16,18,28,64,40,18,19,33,48,53
DJ,887,25,52,55,142,83,29,41,44,141,114
DJ,772,5,28,35,84,56,16,32,17,86,72
DJ,762,30,37,43,116,99,26,32,37,105,138
DJ,726,23,43,49,122,85,32,35,40,100,120
DJ,312,10,17,18,44,34,4,16,15,39,77
DJ,293,7,6,17,37,46,1,9,3,25,57
DJ,133,5,7,4,21,12,4,8,6,13,24
DJ,647,36,45,40,101,63,41,38,37,82,114
DJ,167,11,8,18,31,20,10,10,14,15,25
DJ,1206,32,47,46,157,157,24,37,44,143,198
DJ,389,8,13,19,46,40,11,10,19,32,68
DJ,260,12,12,16,41,27,8,3,17,23,38
DJ,124,3,10,11,22,10,4,8,4,10,14
DJ,287,9,14,18,40,20,6,16,12,32,34
DJ,354,18,17,24,38,26,7,22,17,28,33
DJ,951,18,41,55,91,40,12,36,56,89,43
DJ,800,16,35,44,79,32,9,35,39,75,20
DJ,693,13,29,49,86,27,9,25,33,75,26
DJ,587,18,29,28,97,35,10,21,28,82,21
DJ,750,21,38,35,92,39,20,25,36,77,46
DJ,659,15,24,44,80,43,8,17,30,65,51
DJ,997,33,42,46,131,77,31,40,39,104,86
DJ,1342,35,81,81,194,84,29,62,66,176,118
DJ,1212,36,66,60,169,74,43,59,54,145,100
DJ,709,24,34,65,138,90,28,32,48,116,142
DJ,261,7,13,25,46,36,6,6,19,29,57
DJ,262,8,16,15,47,38,4,10,13,43,49
DJ,446,9,11,12,58,26,11,12,19,40,42
DJ,633,12,26,35,101,59,13,16,23,95,74
DJ,278,7,11,16,44,29,9,13,12,35,29
DJ,432,8,13,30,52,32,7,13,28,33,58
DJ,1315,28,57,72,176,88,42,57,65,150,123
DJ,899,26,40,57,108,69,31,28,58,108,79
DJ,230,8,6,9,39,13,6,6,11,23,32
DJ,1633,66,85,113,231,149,50,82,99,185,183
DJ,1392,48,64,108,217,113,44,54,86,147,154
DJ,1870,41,80,81,204,142,40,93,84,200,171
DJ,374,11,17,17,57,37,12,16,26,49,58
DJ,1164,35,49,57,162,98,33,37,52,105,138
DJ,1342,47,51,62,132,83,34,52,57,119,128
DJ,506,11,22,21,54,58,12,23,21,48,69
DJ,685,19,16,23,95,54,16,18,24,63,83
DJ,555,20,25,16,69,57,16,20,19,64,79
DJ,1321,32,58,71,146,82,33,48,64,129,116
DJ,524,5,16,25,50,40,12,18,25,43,56
DJ,971,35,37,53,110,88,23,29,48,79,109
DJ,564,1,14,26,48,50,7,12,23,50,68
DJ,364,18,17,29,57,47,11,13,21,41,61
DJ,313,9,9,22,46,41,4,12,17,28,48
DJ,78,2,3,4,8,19,1,1,2,13,16
DJ,518,25,24,25,59,44,15,16,24,52,54
DJ,220,11,9,16,32,21,10,8,16,25,36
DJ,647,14,19,27,88,56,15,20,31,72,66
DJ,369,8,20,29,44,32,8,12,19,38,36
GL,1209,7,21,33,63,60,11,16,32,81,85
GL,1145,11,18,45,67,48,4,29,28,80,85
GL,1219,10,22,40,83,65,8,29,47,77,90
GL,1058,7,17,39,80,45,9,19,38,85,74
GL,1311,9,21,46,74,62,8,33,40,96,95
GL,1286,13,16,36,82,68,12,17,44,96,106
GL,951,8,18,27,60,49,8,31,30,81,47
GL,1678,5,31,63,83,121,6,34,62,110,138
GL,1592,10,38,59,102,74,10,27,59,145,82
GL,1351,9,33,49,93,69,12,26,42,123,69
GL,1469,14,26,51,98,65,14,26,58,110,75
GL,1605,11,25,40,106,72,14,22,44,129,103
GL,1723,20,28,49,116,57,18,38,53,132,87
GL,1275,19,21,24,79,48,16,19,29,93,67
GL,1149,8,15,28,55,36,8,17,24,68,61
GL,1157,6,11,25,67,33,7,21,32,58,47
GL,1163,12,34,29,73,44,11,23,26,95,60
GL,1103,11,15,27,76,61,12,18,38,79,62
GL,1532,8,28,52,75,71,13,27,47,105,82
GL,1523,18,22,47,103,43,17,29,57,104,87
GL,1472,12,17,42,97,64,15,27,43,113,89
GL,1451,18,15,45,92,58,11,31,47,121,90
GL,1355,9,26,33,90,56,16,24,48,93,55
GL,1725,23,29,37,105,66,15,27,43,112,57
GL,1386,17,18,28,78,48,11,21,28,98,62
GL,1335,18,21,36,81,37,18,27,37,94,38
GL,951,12,14,19,75,35,10,6,16,69,62
GL,1366,19,16,27,94,55,12,22,42,104,80
GL,1322,23,15,57,82,40,27,16,65,112,34
GL,1374,8,27,37,109,57,13,27,33,132,59
GL,1183,12,19,41,69,50,12,10,34,93,51
GL,1279,20,27,32,117,40,15,29,39,129,43
GL,1282,10,29,21,109,48,17,29,41,122,55
GL,1489,6,36,38,107,47,18,36,44,112,42
GL,1508,17,24,43,102,67,16,19,48,105,68
GL,1257,14,20,28,86,40,22,31,36,78,48
GL,1497,13,27,39,104,57,12,19,44,122,67
GL,1299,20,17,28,97,57,14,22,37,87,49
GL,1525,18,30,36,115,64,15,24,41,112,69
GL,1633,18,18,41,91,58,15,27,31,94,68
GL,1866,8,26,43,98,74,19,16,35,121,80
GL,1617,20,19,44,90,72,16,23,40,104,56
GL,1894,29,54,68,144,63,22,29,51,119,81
GL,1948,17,27,70,142,52,23,32,70,150,46
GL,1929,0,2,5,4,0,1,1,6,4,0
GL,1927,19,22,52,122,54,18,23,52,100,61
GL,1549,14,21,55,103,87,12,29,52,123,106
GL,1395,12,20,25,81,28,10,18,28,90,33
GL,1451,21,22,36,101,38,18,31,44,112,38
GL,1343,12,21,36,83,55,10,25,50,95,53
GL,1291,16,15,64,86,61,7,33,62,89,58
GL,1441,12,18,53,94,79,6,28,59,137,75
GL,1413,16,23,25,92,69,12,25,29,103,88
GL,1836,11,27,28,83,47,10,22,34,87,66
GL,1944,9,16,24,62,31,11,22,27,46,44
GL,1906,10,6,11,34,1,8,5,18,29,0
GL,1761,17,20,31,108,27,19,25,26,98,35
GL,1899,13,36,48,104,48,12,36,49,92,56
GL,1799,26,31,43,107,34,19,28,47,139,61
GL,1789,23,30,30,113,44,19,34,43,132,57
GL,1798,14,15,38,102,46,13,17,39,82,60
GL,1288,17,17,37,81,33,13,25,46,102,60
GL,1614,15,22,36,94,52,14,27,45,118,79
GL,1552,15,29,46,101,45,11,25,52,100,90
GL,1343,17,23,46,79,42,13,27,48,99,60
GL,1466,19,22,49,87,56,19,29,52,102,94
GL,1475,16,21,38,114,38,19,26,44,122,62
GL,1462,10,14,49,95,64,13,30,52,104,87
GL,1534,15,32,31,106,50,13,23,40,110,74
GL,1515,15,24,54,84,72,23,26,56,102,74
GL,1472,15,33,51,97,50,15,34,41,105,69
GL,1385,15,22,58,77,49,21,23,64,93,67
GL,479,6,11,16,36,16,7,8,12,43,10
GL,1618,18,40,54,100,51,15,28,65,119,49
GL,1456,17,21,56,85,52,18,33,59,97,62
GL,1442,13,34,34,104,46,24,26,49,124,39
GL,1495,19,26,50,110,38,14,34,52,119,32
GL,1505,12,23,58,90,44,8,31,58,115,36
GL,1451,25,26,60,96,51,17,33,59,128,45
GL,1533,16,28,68,79,52,20,32,53,108,27
GL,1566,22,32,47,121,38,16,31,41,138,33
GL,1590,22,40,47,112,33,18,39,62,128,20
GL,1506,18,23,81,99,53,14,29,61,127,38
GL,1693,21,40,64,117,58,21,46,80,140,48
GL,1400,20,32,42,105,40,21,13,59,124,27
GL,1428,11,27,57,84,59,15,27,48,105,59
GL,1379,6,19,60,60,71,14,20,50,76,85
GL,1392,9,32,47,85,53,10,32,35,86,81
GL,1450,11,33,58,100,51,11,37,67,136,53
GL,1592,15,32,55,116,28,19,34,49,130,28
GL,1271,14,30,45,75,41,7,33,40,97,38
GL,1466,26,26,49,112,45,14,35,60,128,54
GL,1266,6,20,31,68,33,13,18,37,80,50
GL,1393,21,24,54,96,43,14,30,69,96,40
GL,1609,14,28,62,109,67,6,40,63,131,49
GL,1421,14,35,43,116,73,13,37,52,144,66
GL,1516,22,34,41,113,52,18,31,44,104,49
GL,1286,15,27,50,91,40,10,29,53,106,49
GL,1555,15,24,46,98,35,18,33,52,125,42
GL,1377,10,28,43,91,54,13,31,45,102,66
GL,1318,10,25,45,75,46,16,31,52,110,48
GL,1258,19,16,54,84,35,9,22,52,103,38
GL,1413,22,18,40,106,39,15,30,47,128,30
GL,1522,12,20,35,96,54,14,20,42,104,73
GL,1456,9,14,52,93,54,20,28,47,90,75
GL,1134,15,16,29,64,36,14,17,28,80,57
GL,1411,16,26,59,86,48,21,36,58,104,36
GL,1364,18,32,34,101,44,23,41,42,124,57
GL,1417,19,19,40,89,57,12,23,42,100,74
GL,1592,17,25,41,117,65,11,18,58,125,74
GL,1625,16,35,47,112,47,10,31,44,115,67
GL,1676,15,38,59,109,48,13,36,47,147,33
GL,1455,16,34,51,104,33,11,37,43,133,37
GL,1770,9,37,55,100,61,23,36,54,130,67
GL,1281,6,31,45,92,43,14,27,47,116,34
GL,1367,12,39,49,98,38,15,48,39,123,30
GL,1298,13,31,42,85,43,10,29,46,100,44
GL,1710,8,36,66,117,79,16,47,62,137,55
GL,1568,19,34,76,122,46,14,26,66,147,45
GL,1354,11,30,52,76,41,9,32,55,80,57
GL,1738,11,29,66,79,82,16,39,53,116,74
GL,1739,18,33,64,135,45,23,26,81,145,50
GL,1753,7,29,69,107,55,11,48,66,144,43
GL,1748,9,31,84,72,70,14,35,61,111,69
GL,1971,16,27,38,105,48,18,24,43,98,47
GL,1690,5,8,4,14,4,4,4,7,10,3
GL,1901,4,9,13,26,11,9,3,15,26,16
GL,1881,33,41,32,135,18,26,36,39,107,14
GL,1226,16,26,37,88,48,14,21,35,92,65
GL,1481,6,22,66,88,64,8,24,51,101,71
GL,1404,11,26,32,76,66,11,25,46,80,86
GL,1531,23,20,34,102,65,16,31,40,96,109
GL,1724,25,25,51,104,63,20,27,66,109,58
GL,1346,22,30,49,77,66,17,26,40,91,55
GL,1445,16,26,42,106,46,15,36,48,94,51
GL,1691,17,25,66,71,68,11,29,69,121,52
GL,1500,22,27,37,92,66,12,22,52,72,72
GL,1522,17,31,39,93,32,18,24,37,98,44
GL,1435,17,16,34,96,43,19,26,41,80,63
GL,476,3,11,23,37,13,6,14,17,30,17
GL,1418,12,23,34,97,25,23,24,48,100,47
GL,1426,20,21,36,74,43,19,29,39,81,45
GL,1476,11,25,40,95,38,12,23,53,102,45
GL,1099,10,19,27,53,52,11,20,29,66,59
GL,1419,14,24,44,90,53,17,29,54,91,60
GL,1760,15,22,50,97,68,20,23,42,100,61
GL,1373,16,28,53,78,32,21,25,36,94,35
GL,1360,7,16,42,98,41,16,25,46,90,50
GL,1567,28,28,40,96,38,11,31,37,119,57
GL,1413,20,22,31,97,32,19,16,53,99,52
GL,1759,18,23,35,107,41,19,26,58,98,70
GL,1617,16,31,43,105,32,15,26,46,114,45
GL,1763,14,21,28,92,28,20,20,27,97,42
GL,1724,7,9,14,52,14,8,10,19,45,14
GL,1639,14,24,37,106,30,13,22,51,109,43
GL,1875,7,15,9,48,12,5,4,11,44,11
GL,1528,7,27,47,58,56,6,27,48,82,62
GL,1757,14,17,46,79,52,14,28,53,110,60
GL,1963,27,20,32,118,10,19,17,46,82,17
GL,1911,10,15,23,89,29,12,14,27,74,46
GL,1857,15,19,26,93,17,15,20,39,94,24
GL,1521,14,33,51,135,24,12,34,59,113,30
GL,1497,16,36,62,106,30,17,37,56,116,34
GL,1550,13,31,42,97,42,18,41,41,128,50
GL,1490,18,38,37,110,44,12,37,41,125,37
GL,1490,16,31,73,79,40,19,31,66,106,39
GL,1547,18,22,49,95,33,11,26,48,119,36
GL,1529,8,30,48,107,18,15,35,49,125,38
GL,1502,15,32,47,99,46,14,38,36,120,43
GL,1545,10,30,51,116,41,16,41,55,130,37
GL,1415,15,26,50,90,44,8,30,46,112,33
GL,1460,12,32,58,105,44,14,30,58,129,39
GL,1452,12,24,50,112,52,10,30,41,131,49
GL,1336,9,27,38,87,41,14,33,44,99,44
GL,1554,16,37,77,108,28,20,44,77,116,25
GL,1411,13,26,47,70,45,6,35,43,106,38
GL,1292,17,29,62,116,45,30,42,52,120,52
GL,1311,18,31,54,102,45,22,33,46,91,50
GL,1498,24,25,62,118,51,20,52,77,105,59
GL,933,12,27,46,82,51,16,24,41,86,53
GL,738,10,14,32,68,28,16,23,21,63,44
GL,978,18,28,40,84,40,11,29,25,85,41
GL,1428,25,44,53,107,46,29,38,60,115,39
GL,1629,39,39,55,130,58,26,33,78,121,75
GL,980,20,32,34,82,56,12,22,34,97,54
GL,720,11,19,26,56,40,12,17,17,62,57
GL,1190,25,19,20,130,69,16,22,31,127,72
GL,677,6,16,18,45,28,10,13,25,55,30
GL,997,11,22,27,65,33,10,19,26,67,55
GL,1261,21,33,46,83,65,13,25,48,111,87
GL,1158,23,29,55,91,30,29,38,57,88,49
GL,906,13,22,38,43,38,9,24,35,74,32
GL,837,7,24,28,52,46,8,23,28,78,31
GL,1147,17,34,52,84,33,7,41,38,113,25
GL,1189,25,40,76,99,22,22,58,84,112,13
GL,1295,27,29,38,95,66,17,34,47,111,76
GL,1403,24,34,41,120,69,19,22,44,122,94
GL,1115,15,21,45,78,48,16,18,51,93,59
GL,1117,27,37,44,93,38,27,40,46,95,55
GL,1016,23,25,35,108,40,18,31,39,98,43
GL,987,29,20,29,78,41,10,26,42,78,48
GL,1253,14,21,42,88,54,18,27,39,105,66
GL,1047,12,25,45,61,64,13,23,36,85,58
GL,1241,13,20,46,72,68,13,23,54,90,88
GL,1899,0,3,4,20,4,3,5,2,12,3
GL,1945,13,18,38,106,63,21,32,51,133,85
GL,836,12,14,15,45,28,11,15,28,69,50
GL,1104,12,17,26,51,36,8,25,19,58,38
GL,981,13,33,38,103,65,23,28,32,92,77
GL,1268,35,40,54,133,103,27,51,57,154,116
GL,1351,41,50,58,179,77,44,33,62,156,104
GL,725,16,21,23,80,38,11,17,29,71,66
GL,796,14,25,29,74,43,18,18,19,78,46
GL,1328,18,43,43,143,63,21,34,48,149,69
GL,1049,16,26,48,105,55,14,22,45,140,54
GL,1011,14,30,42,133,53,20,31,36,110,64
GL,899,17,16,43,96,47,18,27,42,75,64
GL,835,16,24,22,82,32,21,22,27,63,47
GL,890,18,21,36,78,47,24,24,25,70,45
GL,1002,20,40,44,105,56,18,23,42,82,45
GL,1079,18,44,55,100,53,25,28,47,82,45
GL,1260,37,66,62,118,33,41,65,67,93,39
GL,602,9,13,45,76,39,10,19,29,65,56
GL,490,14,27,27,64,24,10,15,22,43,26
GL,461,12,11,20,50,23,15,14,24,44,47
GL,929,30,27,51,106,56,35,31,44,81,66
GL,424,8,15,14,47,29,14,15,20,29,39
GL,239,3,5,4,28,14,4,8,6,22,32
GL,150,5,3,8,30,7,2,3,11,14,12
GL,948,22,27,35,110,78,23,26,41,85,83
GL,955,15,32,33,117,82,11,24,47,82,93
GL,1213,21,38,72,133,91,28,47,69,119,115
GL,482,9,21,31,49,33,9,15,25,44,65
GL,419,5,12,23,40,34,10,12,22,26,40
GL,555,9,22,21,62,26,16,19,22,59,23
GL,211,7,5,12,28,20,3,7,5,12,22
GL,338,4,14,16,41,18,3,7,17,22,15
GL,506,4,11,29,45,27,7,7,26,52,29
GL,750,17,24,38,85,56,14,21,45,61,57
GL,1238,21,38,62,125,73,21,52,53,115,81
GL,1020,18,48,45,109,52,25,42,45,98,65
GL,905,20,24,44,106,43,17,29,43,87,51
GL,469,16,12,26,59,27,18,17,27,47,28
GL,1319,35,35,56,126,37,20,38,58,82,70
